year,age,cohort,female,race6,religion,dems,ftwelfare,ftpoor,ftaliens,ftyoung,pid7,trust,ideo7,inerrant,south,dempres
1986,33,4,0,1,1,1,50,85,,,0,,,,0,0
1986,72,6,1,2,1,1,85,70,,,0,,,,1,0
1986,23,3,1,1,2,0,30,85,,,6,2,2,,0,0
1986,20,3,0,1,1,1,50,50,,,2,,,,0,0
1986,72,6,1,1,1,,30,,,,3,2,,,0,0
1986,23,3,1,2,1,1,50,85,,,1,,3,,1,0
1986,40,4,0,1,1,0,40,60,,,4,1,4,,0,0
1986,61,6,0,1,1,,60,60,,,3,,3,,1,0
1986,23,3,1,1,1,1,30,50,,,1,2,4,,1,0
1986,32,4,1,1,1,0,50,50,,,4,2,,,1,0
1986,34,4,0,2,1,1,40,60,,,1,0,3,,1,0
1986,50,5,1,1,2,0,,,,,6,1,4,,0,0
1986,73,6,0,1,1,0,15,20,,,5,2,3,,0,0
1986,79,7,1,1,1,,0,70,,,,,3,,0,0
1986,26,3,1,1,1,0,30,60,,,6,1,3,,1,0
1986,25,3,0,1,1,1,60,97,,,2,,,,1,0
1986,44,5,1,1,4,1,97,97,,,0,,0,,0,0
1986,70,6,1,1,2,1,70,70,,,0,1,,,0,0
1986,43,4,1,1,1,0,85,97,,,5,,4,,1,0
1986,27,3,1,1,1,,70,85,,,3,,3,,0,0
1986,36,4,0,1,2,0,30,60,,,6,2,5,,0,0
1986,42,4,1,1,1,0,0,97,,,5,2,4,,1,0
1986,41,4,0,1,2,0,70,70,,,6,,5,,0,0
1986,27,3,1,4,1,0,,97,,,5,,3,,0,0
1986,32,4,1,1,4,1,85,97,,,2,,0,,0,0
1986,28,4,0,2,1,0,60,85,,,4,1,5,,0,0
1986,39,4,1,1,1,1,15,50,,,2,1,3,,0,0
1986,39,4,0,1,1,1,85,97,,,1,1,6,,1,0
1986,59,5,1,1,1,0,40,85,,,6,,4,,0,0
1986,35,4,1,2,1,1,50,70,,,1,2,3,,1,0
1986,63,6,0,1,1,1,60,,,,1,1,4,,0,0
1986,31,4,1,1,1,0,50,85,,,5,2,4,,0,0
1986,37,4,1,5,1,0,85,60,,,5,2,3,,1,0
1986,27,3,1,5,1,1,60,85,,,0,2,,,1,0
1986,37,4,1,1,1,1,50,70,,,0,,,,0,0
1986,68,6,1,1,1,0,60,97,,,5,1,5,,1,0
1986,21,3,0,5,2,1,,70,,,1,2,3,,1,0
1986,35,4,0,1,1,0,70,70,,,5,,,,0,0
1986,37,4,0,2,1,1,85,97,,,2,,4,,0,0
1986,63,6,1,1,1,0,,85,,,6,2,,,0,0
1986,88,7,0,1,1,1,60,70,,,1,1,3,,0,0
1986,39,4,0,1,1,0,50,70,,,5,,3,,0,0
1986,25,3,1,1,1,,0,97,,,3,,1,,1,0
1986,32,4,1,2,1,1,85,97,,,1,,3,,1,0
1986,40,4,0,2,1,1,60,60,,,1,1,2,,1,0
1986,43,4,1,4,1,,85,97,,,3,,,,0,0
1986,20,3,1,5,2,1,40,60,,,0,1,2,,0,0
1986,27,3,1,2,1,1,70,97,,,0,,5,,0,0
1986,71,6,1,1,1,1,,,,,0,,,,1,0
1986,25,3,0,1,1,1,15,30,,,0,1,3,,1,0
1986,69,6,1,1,1,0,85,97,,,4,2,2,,0,0
1986,38,4,1,2,1,,50,60,,,3,,3,,1,0
1986,29,4,1,1,2,1,40,60,,,0,,3,,0,0
1986,23,3,0,1,1,1,15,70,,,0,,4,,1,0
1986,19,3,1,2,1,1,0,60,,,1,,2,,1,0
1986,70,6,0,5,2,1,40,60,,,0,,3,,0,0
1986,24,3,0,2,1,1,60,60,,,1,,5,,1,0
1986,59,5,1,1,1,,40,50,,,3,,,,0,0
1986,54,5,1,1,1,1,70,85,,,0,2,2,,0,0
1986,57,5,1,1,1,0,60,60,,,5,1,4,,0,0
1986,38,4,1,1,2,0,65,50,,,4,2,4,,0,0
1986,19,3,1,1,1,0,50,50,,,6,3,,,1,0
1986,71,6,1,1,1,0,50,60,,,6,,1,,0,0
1986,56,5,1,1,1,1,50,60,,,1,,,,0,0
1986,78,7,0,1,2,1,50,85,,,0,2,4,,0,0
1986,23,3,0,1,1,0,,97,,,4,,6,,1,0
1986,40,4,1,1,4,1,40,70,,,2,,5,,0,0
1986,23,3,1,1,1,,60,85,,,3,1,,,1,0
1986,50,5,1,1,1,0,30,85,,,5,,5,,1,0
1986,44,5,1,1,2,,40,60,,,3,,3,,1,0
1986,29,4,0,1,2,0,0,0,,,4,1,,,0,0
1986,48,5,0,1,1,0,50,50,,,5,1,5,,0,0
1986,54,5,0,1,1,0,15,40,,,4,1,5,,0,0
1986,34,4,1,2,2,1,15,15,,,0,2,1,,1,0
1986,90,7,1,1,2,1,85,85,,,0,1,3,,0,0
1986,30,4,1,1,1,0,50,70,,,6,,5,,0,0
1986,65,6,0,1,1,1,70,70,,,0,1,1,,0,0
1986,38,4,0,1,1,,50,50,,,3,,3,,0,0
1986,49,5,1,2,1,1,50,85,,,1,1,,,1,0
1986,67,6,1,5,2,1,15,50,,,0,1,3,,1,0
1986,42,4,1,1,1,1,40,60,,,1,,3,,1,0
1986,38,4,0,1,1,1,15,70,,,1,1,,,0,0
1986,46,5,0,2,4,1,0,50,,,1,1,0,,0,0
1986,41,4,1,3,1,1,97,97,,,1,1,3,,0,0
1986,35,4,0,2,1,1,50,85,,,2,,3,,1,0
1986,42,4,0,1,2,0,40,30,,,4,,5,,0,0
1986,84,7,0,1,,,,,,,,,,,0,0
1986,49,5,0,1,2,,50,70,,,3,2,4,,0,0
1986,21,3,0,1,1,1,50,70,,,1,,1,,1,0
1986,63,6,1,2,1,1,0,,,,1,,4,,0,0
1986,36,4,1,2,1,,,,,,3,1,5,,0,0
1986,30,4,1,1,1,,80,97,,,3,,,,0,0
1986,45,5,0,1,1,,0,97,,,3,,,,0,0
1986,62,6,0,2,1,1,40,50,,,1,,3,,0,0
1986,44,5,0,1,1,1,15,60,,,1,1,5,,0,0
1986,81,7,0,1,1,1,85,70,,,0,,,,0,0
1986,42,4,0,1,1,,70,70,,,3,1,4,,1,0
1986,53,5,0,1,2,0,50,50,,,4,2,5,,0,0
1986,55,5,1,1,1,1,70,70,,,0,1,3,,1,0
1986,39,4,0,5,1,,50,70,,,3,,,,1,0
1986,32,4,1,1,1,,50,70,,,3,1,3,,1,0
1986,23,3,0,1,2,,40,50,,,3,2,3,,0,0
1986,48,5,1,1,2,1,,60,,,2,1,3,,0,0
1986,33,4,1,1,4,1,0,50,,,1,,3,,1,0
1986,40,4,0,1,1,1,70,97,,,1,1,,,1,0
1986,38,4,1,1,1,1,40,50,,,1,,,,1,0
1986,64,6,0,1,1,1,70,70,,,0,,,,0,0
1986,26,3,1,2,2,1,,97,,,1,,,,0,0
1986,33,4,1,1,1,1,30,97,,,2,2,5,,1,0
1986,36,4,1,1,2,1,50,70,,,0,,1,,0,0
1986,33,4,1,1,1,0,60,70,,,4,2,3,,1,0
1986,32,4,0,1,4,1,40,70,,,2,1,3,,0,0
1986,40,4,0,5,1,1,60,80,,,2,1,3,,0,0
1986,23,3,1,1,1,,97,97,,,3,1,,,1,0
1986,39,4,1,1,2,1,50,60,,,0,,3,,0,0
1986,40,4,1,1,1,1,60,85,,,1,,3,,0,0
1986,74,6,1,1,1,0,50,70,,,5,,5,,0,0
1986,23,3,0,1,1,0,0,85,,,6,,3,,0,0
1986,49,5,1,1,2,0,60,60,,,6,2,3,,0,0
1986,37,4,0,1,,1,50,97,,,2,,2,,0,0
1986,31,4,1,1,2,0,50,60,,,5,,,,1,0
1986,40,4,0,1,1,0,50,50,,,5,,4,,0,0
1986,27,3,0,1,2,0,30,60,,,6,2,4,,0,0
1986,26,3,1,1,1,1,85,85,,,1,1,,,1,0
1986,49,5,0,1,1,0,70,85,,,6,,,,0,0
1986,83,7,1,1,1,1,70,97,,,1,,,,0,0
1986,34,4,0,1,2,,97,97,,,3,,3,,0,0
1986,29,4,0,4,1,1,15,97,,,2,1,,,1,0
1986,30,4,0,4,1,1,97,97,,,1,1,,,1,0
1986,34,4,0,1,1,,50,60,,,3,,,,1,0
1986,29,4,0,1,1,0,40,85,,,6,,5,,1,0
1986,85,7,1,1,1,1,30,85,,,0,,5,,1,0
1986,72,6,1,1,1,0,50,85,,,5,,5,,1,0
1986,73,6,1,1,2,1,60,70,,,1,1,4,,0,0
1986,29,4,1,1,1,1,70,70,,,0,,1,,1,0
1986,81,7,1,1,1,1,50,50,,,1,1,5,,1,0
1986,56,5,0,1,1,1,10,70,,,1,,5,,1,0
1986,39,4,1,5,1,1,50,70,,,0,,2,,0,0
1986,49,5,0,4,1,,0,97,,,3,1,,,1,0
1986,75,6,1,2,1,1,40,40,,,0,1,,,1,0
1986,47,5,0,1,1,0,50,50,,,5,,4,,1,0
1986,47,5,1,1,2,,,,,,3,,,,0,0
1986,31,4,0,1,1,0,15,70,,,5,,5,,1,0
1986,18,3,0,1,2,0,60,60,,,6,2,3,,1,0
1986,85,7,0,1,2,1,,,,,0,1,,,0,0
1986,19,3,0,1,1,0,50,97,,,5,1,3,,1,0
1986,75,6,1,1,1,0,60,60,,,4,1,2,,1,0
1986,65,6,1,1,2,1,85,85,,,0,,,,0,0
1986,71,6,1,2,1,1,50,60,,,0,1,4,,1,0
1986,21,3,1,2,2,0,70,85,,,4,1,3,,0,0
1986,24,3,0,1,1,0,30,70,,,4,2,5,,0,0
1986,22,3,0,1,4,0,60,60,,,6,2,5,,0,0
1986,50,5,0,1,2,0,85,85,,,4,2,6,,0,0
1986,30,4,0,1,1,0,50,70,,,6,1,5,,0,0
1986,33,4,1,2,1,1,70,97,,,0,,3,,0,0
1986,34,4,1,1,2,1,40,70,,,2,,2,,0,0
1986,31,4,0,4,1,0,15,85,,,4,,4,,0,0
1986,31,4,1,2,1,1,0,70,,,1,,6,,1,0
1986,29,4,1,4,1,0,50,97,,,4,,3,,1,0
1986,20,3,1,1,1,0,30,70,,,4,,3,,1,0
1986,74,6,1,1,1,0,30,85,,,6,2,3,,0,0
1986,65,6,0,1,1,0,60,60,,,5,,5,,0,0
1986,28,4,1,1,2,0,60,70,,,4,2,,,0,0
1986,33,4,1,1,2,,50,60,,,3,,,,0,0
1986,70,6,1,2,1,1,,30,,,1,2,,,1,0
1986,39,4,1,1,1,0,30,60,,,5,,2,,0,0
1986,28,4,0,1,2,0,40,60,,,5,1,4,,0,0
1986,26,3,1,1,1,1,50,60,,,2,1,1,,1,0
1986,74,6,1,5,2,0,,,,,4,2,2,,1,0
1986,86,7,1,1,1,1,0,85,,,1,1,,,1,0
1986,39,4,1,1,1,1,0,60,,,2,2,3,,1,0
1986,38,4,1,1,1,0,15,60,,,6,,5,,0,0
1986,33,4,0,1,4,1,50,50,,,0,1,1,,0,0
1986,37,4,0,2,4,,,,,,3,0,,,0,0
1986,66,6,1,2,1,1,0,60,,,1,1,,,0,0
1986,76,7,0,1,2,1,50,90,,,0,0,5,,0,0
1986,33,4,1,1,1,1,0,50,,,1,2,,,1,0
1986,27,3,1,5,4,1,60,70,,,1,,,,0,0
1986,41,4,0,1,2,0,50,85,,,5,1,4,,0,0
1986,62,6,1,1,,0,40,60,,,4,1,2,,0,0
1986,54,5,1,1,1,0,0,0,,,6,,6,,0,0
1986,49,5,1,2,1,1,30,85,,,0,1,2,,0,0
1986,40,4,0,1,1,0,40,60,,,6,2,5,,1,0
1986,39,4,1,1,1,1,60,85,,,0,,4,,0,0
1986,37,4,0,1,2,0,40,50,,,4,,4,,0,0
1986,29,4,0,1,1,0,50,97,,,4,,3,,0,0
1986,60,6,1,1,2,1,60,60,,,0,,3,,0,0
1986,38,4,1,2,1,1,50,97,,,0,2,,,1,0
1986,38,4,1,2,1,1,60,70,,,2,,4,,1,0
1986,22,3,0,1,2,,0,97,,,3,2,5,,1,0
1986,30,4,1,1,1,1,50,85,,,0,1,3,,1,0
1986,38,4,1,1,1,1,50,50,,,0,,1,,1,0
1986,76,7,1,1,1,0,50,97,,,6,,4,,1,0
1986,74,6,0,1,1,1,50,60,,,1,,3,,0,0
1986,36,4,0,2,,1,,60,,,1,1,1,,0,0
1986,29,4,0,1,1,1,,60,,,2,,4,,0,0
1986,32,4,0,1,4,0,40,60,,,5,,4,,0,0
1986,60,6,0,1,1,0,70,85,,,5,1,5,,0,0
1986,32,4,0,1,4,0,50,50,,,5,2,4,,0,0
1986,57,5,1,1,1,0,30,60,,,6,2,6,,0,0
1986,75,6,0,1,1,1,50,60,,,1,,4,,0,0
1986,18,3,0,1,4,0,50,50,,,5,,3,,1,0
1986,54,5,1,1,4,0,97,,,,5,,5,,0,0
1986,49,5,1,1,2,1,50,60,,,1,2,,,0,0
1986,30,4,0,2,1,1,97,97,,,2,,6,,1,0
1986,24,3,1,1,1,,60,60,,,3,1,,,0,0
1986,33,4,0,1,4,,50,85,,,3,,,,0,0
1986,62,6,0,1,2,1,30,40,,,0,1,,,0,0
1986,68,6,1,1,1,0,40,60,,,5,,4,,0,0
1986,49,5,1,1,1,1,60,70,,,0,2,2,,0,0
1986,21,3,1,1,2,1,30,60,,,1,1,3,,0,0
1986,66,6,1,1,1,0,60,70,,,6,1,5,,0,0
1986,67,6,1,1,1,0,15,70,,,6,,4,,0,0
1986,29,4,1,1,2,0,60,85,,,4,2,3,,0,0
1986,57,5,0,1,1,0,30,50,,,6,2,3,,0,0
1986,41,4,1,1,1,1,70,97,,,1,3,3,,0,0
1986,30,4,1,1,1,1,40,85,,,1,,3,,0,0
1986,31,4,0,1,1,0,30,70,,,6,,,,0,0
1986,70,6,0,1,1,1,60,60,,,1,1,6,,1,0
1986,79,7,1,1,1,,,,,,3,,,,1,0
1986,27,3,1,1,2,,50,50,,,3,,3,,1,0
1986,41,4,1,1,4,1,60,70,,,2,,1,,0,0
1986,38,4,1,1,1,1,30,60,,,1,,2,,0,0
1986,71,6,1,1,1,,70,60,,,3,1,3,,0,0
1986,58,5,1,1,2,1,85,90,,,1,,2,,0,0
1986,45,5,0,2,2,1,60,85,,,1,2,,,1,0
1986,35,4,1,1,1,0,15,70,,,6,,5,,1,0
1986,35,4,1,1,1,1,60,85,,,0,,3,,1,0
1986,39,4,1,1,1,0,60,70,,,4,,3,,0,0
1986,49,5,1,1,1,0,40,60,,,6,,3,,0,0
1986,25,3,1,1,1,,,,,,3,,,,0,0
1986,24,3,0,1,1,0,40,85,,,6,1,4,,0,0
1986,28,4,1,2,1,1,85,85,,,2,1,,,1,0
1986,29,4,0,1,1,0,50,70,,,4,2,3,,1,0
1986,22,3,0,2,1,0,85,97,,,4,,5,,1,0
1986,21,3,1,2,2,1,0,97,,,0,,1,,0,0
1986,34,4,1,5,1,,30,97,,,3,,5,,1,0
1986,66,6,0,1,1,1,60,50,,,0,1,,,1,0
1986,65,6,1,1,1,1,60,85,,,2,1,,,1,0
1986,55,5,0,1,1,0,30,97,,,5,,5,,1,0
1986,46,5,1,1,1,1,40,85,,,1,1,,,1,0
1986,68,6,1,1,1,1,15,60,,,2,2,4,,1,0
1986,36,4,0,1,1,,30,50,,,3,1,,,0,0
1986,67,6,1,1,4,1,,97,,,2,2,1,,0,0
1986,43,4,0,1,1,1,40,60,,,2,1,2,,0,0
1986,39,4,1,1,1,0,30,50,,,4,1,2,,0,0
1986,33,4,0,1,2,0,50,60,,,4,,3,,0,0
1986,21,3,1,1,4,0,,97,,,5,1,4,,0,0
1986,44,5,1,1,1,,30,40,,,3,2,,,1,0
1986,29,4,1,4,1,0,85,97,,,5,,3,,1,0
1986,36,4,1,2,1,1,60,85,,,1,,4,,0,0
1986,51,5,1,1,3,1,30,70,,,2,,2,,0,0
1986,24,3,1,1,,1,50,85,,,1,,,,0,0
1986,65,6,1,2,1,1,50,85,,,2,,2,,1,0
1986,49,5,0,1,1,1,50,97,,,1,,2,,1,0
1986,62,6,1,1,1,0,60,97,,,6,,3,,0,0
1986,20,3,1,1,1,0,0,50,,,5,1,5,,0,0
1986,65,6,1,1,2,1,60,70,,,1,1,,,0,0
1986,59,5,0,2,1,1,,,,,2,,,,1,0
1986,24,3,1,1,1,,97,97,,,3,,4,,0,0
1986,53,5,0,1,1,0,50,60,,,4,,5,,0,0
1986,38,4,0,1,1,0,40,70,,,5,,5,,0,0
1986,20,3,1,1,1,0,85,97,,,4,1,,,0,0
1986,24,3,0,1,1,1,60,85,,,0,1,2,,0,0
1986,35,4,1,1,2,1,60,97,,,0,,3,,0,0
1986,47,5,1,1,1,0,60,85,,,6,,5,,0,0
1986,30,4,0,1,2,0,40,60,,,5,,4,,1,0
1986,82,7,1,1,2,0,85,70,,,5,2,4,,0,0
1986,75,6,1,1,1,,50,70,,,3,1,,,0,0
1986,20,3,1,2,1,1,50,97,,,1,1,5,,0,0
1986,29,4,0,1,2,0,40,40,,,6,2,4,,0,0
1986,33,4,0,1,1,1,50,50,,,1,,3,,0,0
1986,61,6,0,1,2,0,50,85,,,4,,5,,0,0
1986,47,5,1,1,2,,70,70,,,3,2,1,,0,0
1986,30,4,1,1,2,1,50,70,,,1,,3,,0,0
1986,82,7,1,1,2,0,40,60,,,4,,5,,0,0
1986,22,3,0,1,1,1,50,85,,,0,,3,,1,0
1986,49,5,1,1,2,1,60,97,,,1,,,,0,0
1986,72,6,1,4,2,1,85,85,,,1,1,,,1,0
1986,37,4,0,1,1,0,15,50,,,5,1,1,,0,0
1986,65,6,1,1,1,1,60,85,,,0,1,5,,0,0
1986,24,3,1,1,1,0,30,50,,,6,,5,,0,0
1986,26,3,0,1,2,1,50,0,,,2,,,,0,0
1986,55,5,0,1,2,1,70,85,,,0,,1,,0,0
1986,43,4,1,1,1,,50,50,,,3,,3,,0,0
1986,34,4,0,1,1,0,50,85,,,4,2,3,,0,0
1986,24,3,1,1,1,,30,50,,,3,,3,,0,0
1986,32,4,1,1,1,1,50,50,,,2,1,4,,0,0
1986,39,4,1,1,1,0,60,85,,,5,1,3,,0,0
1986,78,7,1,1,1,0,97,97,,,4,,,,1,0
1986,29,4,0,2,1,1,50,85,,,2,3,4,,1,0
1986,19,3,1,5,2,1,0,97,,,0,,5,,1,0
1986,59,5,1,1,1,0,40,50,,,5,2,4,,0,0
1986,65,6,0,1,2,,70,85,,,3,,3,,0,0
1986,64,6,1,1,1,0,97,,,,6,1,,,1,0
1986,34,4,1,1,1,0,40,,,,4,1,4,,1,0
1986,63,6,1,1,1,0,0,85,,,4,2,3,,0,0
1986,61,6,1,1,1,0,85,97,,,6,,,,0,0
1986,54,5,1,1,1,1,70,70,,,0,,5,,0,0
1986,39,4,0,1,2,,,70,,,3,2,2,,0,0
1986,21,3,1,1,1,0,40,60,,,5,1,,,0,0
1986,34,4,1,1,1,1,0,85,,,1,1,3,,0,0
1986,23,3,1,1,1,1,70,97,,,1,3,2,,0,0
1986,36,4,0,1,1,0,0,85,,,4,,5,,0,0
1986,28,4,1,1,1,0,60,85,,,4,,,,0,0
1986,32,4,0,1,1,1,50,50,,,2,,,,0,0
1986,80,7,1,1,1,0,40,70,,,6,2,5,,0,0
1986,37,4,1,1,4,,40,50,,,3,1,3,,0,0
1986,70,6,1,1,2,1,60,60,,,0,1,5,,0,0
1986,24,3,0,2,4,1,60,70,,,2,,1,,1,0
1986,75,6,0,1,1,0,85,97,,,5,2,,,1,0
1986,45,5,1,1,1,1,0,97,,,0,1,,,1,0
1986,32,4,1,5,2,,97,97,,,3,,3,,0,0
1986,64,6,0,1,3,1,30,60,,,0,,3,,0,0
1986,36,4,0,1,2,1,60,85,,,0,2,2,,0,0
1986,54,5,1,2,1,1,50,97,,,0,1,6,,1,0
1986,36,4,0,1,2,1,40,85,,,1,1,,,0,0
1986,63,6,1,1,,,50,70,,,3,,,,1,0
1986,26,3,1,1,1,0,0,70,,,5,1,5,,0,0
1986,84,7,1,1,1,,55,97,,,3,1,,,1,0
1986,27,3,1,1,1,0,40,60,,,5,,5,,0,0
1986,32,4,1,2,,1,60,85,,,0,,,,0,0
1986,52,5,0,1,2,0,60,85,,,6,,5,,0,0
1986,32,4,0,1,1,0,60,97,,,4,1,5,,0,0
1986,51,5,0,1,2,0,40,97,,,6,,5,,0,0
1986,36,4,1,2,1,,60,97,,,3,,3,,1,0
1986,56,5,0,1,4,0,15,30,,,4,,4,,0,0
1986,61,6,0,2,1,1,97,97,,,0,1,4,,1,0
1986,42,4,0,1,1,0,30,85,,,4,1,4,,0,0
1986,63,6,1,1,3,0,60,97,,,6,2,3,,0,0
1986,75,6,0,2,2,1,70,97,,,0,,1,,0,0
1986,31,4,1,1,1,0,0,50,,,5,,,,1,0
1986,23,3,1,1,2,1,90,97,,,0,,1,,0,0
1986,26,3,1,1,1,0,60,85,,,5,2,4,,1,0
1986,24,3,1,1,1,,30,85,,,3,1,3,,1,0
1986,31,4,1,1,2,1,45,80,,,2,,2,,0,0
1986,39,4,0,1,1,1,30,70,,,1,,2,,0,0
1986,36,4,1,1,2,1,50,50,,,0,,1,,0,0
1986,29,4,0,1,2,0,50,60,,,4,,,,0,0
1986,43,4,0,1,1,0,30,15,,,4,,3,,0,0
1986,70,6,1,1,1,1,15,97,,,0,,,,0,0
1986,35,4,0,2,4,1,40,45,,,0,,1,,1,0
1986,31,4,0,2,1,1,85,85,,,2,1,,,1,0
1986,29,4,1,1,2,1,85,97,,,2,,3,,0,0
1986,64,6,0,1,4,0,50,50,,,4,2,4,,0,0
1986,22,3,1,1,1,1,40,60,,,2,2,4,,0,0
1986,55,5,1,1,1,0,40,40,,,5,,2,,0,0
1986,61,6,0,1,2,0,70,85,,,5,,2,,0,0
1986,43,4,1,2,1,1,60,85,,,0,,3,,0,0
1986,19,3,1,1,4,,30,60,,,3,1,,,0,0
1986,48,5,0,1,2,1,30,50,,,1,,,,0,0
1986,23,3,1,1,1,1,30,97,,,1,,5,,0,0
1986,30,4,1,1,1,,50,50,,,3,1,,,0,0
1986,52,5,1,4,1,0,60,85,,,4,,5,,0,0
1986,34,4,1,1,1,1,50,60,,,0,1,3,,0,0
1986,20,3,0,1,4,1,50,70,,,1,,,,1,0
1986,19,3,1,1,4,1,50,50,,,1,1,2,,0,0
1986,43,4,0,1,2,0,40,,,,6,2,5,,1,0
1986,28,4,0,3,4,1,50,70,,,2,,3,,0,0
1986,21,3,0,1,1,0,15,85,,,4,,,,1,0
1986,28,4,1,1,1,1,40,40,,,1,,4,,1,0
1986,37,4,1,2,1,,,97,,,,1,,,1,0
1986,24,3,1,1,1,0,40,50,,,5,2,2,,1,0
1986,60,6,0,1,1,1,50,50,,,1,,2,,1,0
1986,29,4,0,1,4,,50,70,,,3,,,,1,0
1986,23,3,0,4,2,,40,97,,,3,1,5,,0,0
1986,32,4,0,1,1,1,40,50,,,2,,1,,1,0
1986,43,4,1,1,1,1,70,60,,,0,,4,,0,0
1986,39,4,0,1,1,1,40,85,,,2,2,4,,0,0
1986,24,3,0,2,4,1,,85,,,1,1,3,,0,0
1986,72,6,0,1,1,0,70,70,,,6,,4,,0,0
1986,76,7,0,1,2,1,0,75,,,1,,2,,0,0
1986,31,4,0,1,1,0,30,70,,,6,2,5,,0,0
1986,35,4,0,1,2,1,50,85,,,2,2,2,,0,0
1986,36,4,0,1,1,0,0,50,,,6,2,5,,0,0
1986,21,3,1,2,1,1,50,85,,,1,1,1,,0,0
1986,26,3,0,2,4,1,75,60,,,0,,2,,0,0
1986,34,4,1,1,1,0,50,70,,,5,,3,,0,0
1986,42,4,0,1,1,1,50,60,,,1,,3,,1,0
1986,23,3,0,1,1,0,50,60,,,5,,,,0,0
1986,47,5,0,1,1,1,60,65,,,2,,4,,0,0
1986,48,5,1,1,1,1,70,70,,,0,,1,,0,0
1986,26,3,1,1,2,,30,60,,,3,,,,0,0
1986,28,4,1,2,1,1,97,97,,,0,1,,,0,0
1986,42,4,1,1,1,0,50,80,,,5,,3,,0,0
1986,33,4,1,1,2,1,,,,,0,1,1,,0,0
1986,58,5,1,1,1,0,50,85,,,5,1,5,,0,0
1986,45,5,1,1,1,0,60,85,,,5,,3,,1,0
1986,36,4,0,2,4,1,60,85,,,1,,4,,0,0
1986,54,5,0,1,1,1,60,97,,,2,,4,,1,0
1986,27,3,0,1,4,0,85,97,,,4,,,,0,0
1986,25,3,0,1,1,0,40,50,,,6,,5,,0,0
1986,49,5,0,1,1,1,0,15,,,1,,3,,0,0
1986,29,4,0,1,2,0,15,70,,,4,,1,,0,0
1986,62,6,0,1,1,0,40,70,,,6,1,4,,0,0
1986,58,5,0,5,1,1,60,85,,,0,3,,,0,0
1986,43,4,0,2,1,0,15,70,,,6,2,4,,1,0
1986,40,4,0,2,1,1,97,97,,,1,,3,,0,0
1986,45,5,0,5,2,,50,70,,,3,2,3,,1,0
1986,22,3,1,1,1,0,85,97,,,6,,5,,0,0
1986,57,5,1,5,2,,85,97,,,3,1,2,,1,0
1986,39,4,1,1,1,0,70,60,,,4,,3,,0,0
1986,24,3,1,1,4,1,55,60,,,2,1,2,,0,0
1986,34,4,1,1,1,1,60,85,,,1,2,4,,0,0
1986,22,3,1,1,1,1,50,97,,,2,,,,1,0
1986,43,4,1,1,1,1,30,40,,,1,,4,,1,0
1986,42,4,1,1,1,1,40,60,,,1,,3,,1,0
1986,68,6,1,1,1,0,,,,,5,1,5,,1,0
1986,22,3,0,1,2,0,40,70,,,4,2,,,0,0
1986,65,6,0,1,1,1,70,70,,,1,1,3,,0,0
1986,28,4,1,2,4,1,,,,,1,0,1,,0,0
1986,29,4,0,1,1,1,30,50,,,2,,4,,0,0
1986,35,4,0,1,4,1,50,70,,,2,2,2,,0,0
1986,44,5,0,5,1,,70,85,,,3,,5,,0,0
1986,49,5,0,1,1,0,0,40,,,5,2,3,,0,0
1986,29,4,0,1,2,0,50,50,,,6,1,5,,0,0
1986,39,4,0,1,1,0,50,70,,,4,,,,1,0
1986,73,6,1,1,1,0,60,85,,,5,2,4,,0,0
1986,51,5,0,2,4,1,40,50,,,0,1,2,,0,0
1986,23,3,0,1,2,1,40,97,,,1,,,,0,0
1986,19,3,0,1,2,0,15,50,,,5,2,,,0,0
1986,75,6,0,1,1,,15,70,,,,,,,0,0
1986,36,4,0,1,1,,50,50,,,3,,,,0,0
1986,40,4,0,1,1,1,40,85,,,1,,,,0,0
1986,54,5,1,1,1,0,85,97,,,5,,3,,1,0
1986,41,4,1,4,1,1,0,97,,,1,1,3,,1,0
1986,27,3,0,1,4,0,70,70,,,5,,4,,1,0
1986,20,3,1,1,1,1,70,85,,,2,,1,,0,0
1986,35,4,1,1,2,1,50,50,,,1,,,,0,0
1986,88,7,1,1,1,0,,,,,6,2,,,0,0
1986,49,5,1,2,1,1,50,97,,,0,,,,0,0
1986,43,4,0,1,1,0,40,40,,,4,,5,,0,0
1986,63,6,1,1,1,1,30,30,,,1,1,,,0,0
1986,46,5,1,2,1,1,60,97,,,1,,,,1,0
1986,27,3,1,1,4,1,40,40,,,0,,2,,0,0
1986,72,6,1,2,1,1,30,85,,,0,2,3,,1,0
1986,23,3,1,1,1,1,70,70,,,1,2,,,0,0
1986,56,5,0,1,2,,60,70,,,3,1,2,,0,0
1986,71,6,1,2,2,1,0,97,,,0,,3,,1,0
1986,38,4,1,1,2,0,60,70,,,4,2,3,,0,0
1986,37,4,0,2,1,1,97,97,,,0,1,,,1,0
1986,53,5,0,5,2,1,40,70,,,1,,,,0,0
1986,30,4,1,1,1,1,85,85,,,1,1,3,,1,0
1986,24,3,1,1,1,1,30,40,,,1,,2,,0,0
1986,59,5,1,1,1,,50,85,,,3,1,3,,0,0
1986,36,4,0,2,1,1,70,,,,1,0,,,0,0
1986,49,5,0,3,2,0,0,,,,6,,5,,0,0
1986,30,4,0,1,1,0,0,0,,,6,,4,,0,0
1986,81,7,1,1,2,0,,97,,,5,0,,,0,0
1986,61,6,1,1,1,0,70,97,,,4,,3,,1,0
